EOMONTH,Customer Name,Product Level 1,Product Level 2,Product Level 3,Product Level 4,      Sum of Net Amount      ,Comment
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"36,162",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"56,442",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"26,340",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK 1/2 SL,,"17,592",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK 1/2 SQ,,"17,592",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"52,777",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"35,185",
31-12-26,NGARIAMA PAPER & STATIONERS,TRADING,MG COVER,MG COVER - BLUE,,"161,262",
31-12-26,NGARIAMA PAPER & STATIONERS,TRADING,MG COVER,MG COVER - GREEN,,"645,050",
31-12-26,NGARIAMA PAPER & STATIONERS,TRADING,MG COVER,MG COVER - PINK,,"107,508",
31-12-26,NGARIAMA PAPER & STATIONERS,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"85,029",
31-12-26,NGARIAMA PAPER & STATIONERS,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"84,052",
31-12-26,NISHA PRINTERS AND STATIONERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"81,103",
31-12-26,Noa Investment,EXERCISE BOOK,(blank),(blank),,"23,790",
31-12-26,OMEGA BLOOMS LTD,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"191,358",
31-12-26,ORGANICS CROPS CARE K LTD,LABEL,LABEL - PLAIN,PLAIN THERMAL LABEL 75*51MM,,"76,034",
31-12-26,ORGANICS CROPS CARE K LTD,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"362,069",
31-12-26,ORGANICS CROPS CARE K LTD,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"114,897",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"7,544",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"3,876",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"3,649",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"7,297",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"3,876",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 80 PGS CB BANK SL,,"3,649",
31-12-26,OSCAR OKWACH,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"7,297",
31-12-26,OXALIS LIMITED,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"7,095",
31-12-26,PACIFIC STATIONERS K LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"155,448",
31-12-26,PACIFIC STATIONERS K LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"167,903",
31-12-26,PACIFIC STATIONERS K LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"378,000",
31-12-26,PACIFIC STATIONERS K LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,MANILLA FILE FOLDER 160GSM,,"8,960",
31-12-26,PACIFIC STATIONERS K LIMITED,TRADING,MANILLA,MANILLA  A4 25'S,,"30,912",
31-12-26,PACIFIC STATIONERS K LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER B70GSM,,"18,538",
31-12-26,PACIFIC STATIONERS K LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER MANILA 160GSM 51*76CM,,"3,090",
31-12-26,PALCO ENTERPRISES,TRADING,SILVER LABEL,(blank),,"2,528",
31-12-26,PAYCELL TOWN BOOKSHOP LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"15,009",
31-12-26,PAYCELL TOWN BOOKSHOP LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"7,797",
31-12-26,PAYCELL TOWN BOOKSHOP LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"3,655",
31-12-26,PAYCELL TOWN BOOKSHOP LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"4,142",
31-12-26,PAYCELL TOWN BOOKSHOP LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"5,240",
31-12-26,PAYCELL TOWN BOOKSHOP LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"5,438",
31-12-26,PIX PAPER & STATIONERY LTD,TRADING,MG COVER,MG COVER - PINK,,"322,525",
31-12-26,PLASTICO INDUSTRIES LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PRINTED BOOKS,,"7,941",
31-12-26,POLYTHENE INDUSTRIES LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,"16,729",
31-12-26,POLYTHENE INDUSTRIES LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - OTHER,,"36,851",
31-12-26,PRECIOUS  BROOKS ACADEMY,EXERCISE BOOK,(blank),(blank),,"47,581",
31-12-26,PRINTING SOLUTION GRAPHICS,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"2,969,352",
31-12-26,PUNCHLINES LIMITED,PACKAGING,PLAIN CARTON,3 PLY PLAIN CARTON,,"58,240",
31-12-26,PUNCHLINES LIMITED,TRADING,MG COVER,MG COVER - GREEN,,"8,497",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,MANILLA FILE FOLDER 160GSM,,"1,676",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 1Q BANK,,"20,384",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"25,619",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"41,259",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"22,441",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"48,002",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"8,134",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A7 BANK (NO.0).,,"4,564",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE LOOSE LEAF PAD BANK 70 SHEETS,,"8,200",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,"11,642",
31-12-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING NO.3,,"7,208",
31-12-26,QUICKMATT SUPERMARKET LTD,TRADING,PRINTING PAPER,PRINTING PAPER MANILA 160GSM 51*76CM,,"310,018",
31-12-26,Raheel,(blank),(blank),(blank),,"50,065",
31-12-26,RAMROD INNOVATION LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"9,077",
31-12-26,Rescue Bookshop,EXERCISE BOOK,(blank),(blank),,"9,516",
31-12-26,ROK INDUSTRIES LIMITED,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"384,460",
31-12-26,RUDRA BOOKS & STATIONARY LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"27,034",
31-12-26,RUDRA BOOKS & STATIONARY LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 4 PART,,"6,759",
31-12-26,RUDRA BOOKS & STATIONARY LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"34,759",
31-12-26,RUDRA BOOKS & STATIONARY LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*40MM,,"3,862",
31-12-26,RUDRA BOOKS & STATIONARY LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*47MM,,"21,241",
31-12-26,RUDRA BOOKS & STATIONARY LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE FLIPCHART A1 BP,,"3,669",
31-12-26,RUTHMART LTD 2024,TRADING,MG COVER,MG COVER - BLUE,,"43,003",
31-12-26,RUTHMART LTD 2024,TRADING,MG COVER,MG COVER - GREEN,,"150,512",
31-12-26,RUTHMART LTD 2024,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"155,887",
31-12-26,SAL TRADERS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SL,,"15,734",
31-12-26,SAL TRADERS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SQ,,"6,884",
31-12-26,SAL TRADERS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB BP SL,,"9,488",
31-12-26,SAL TRADERS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB BP SQ,,"9,488",
31-12-26,SAL TRADERS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 200 PGS CB BP SL,,"15,962",
31-12-26,SAL TRADERS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 200 PGS CB BP SQ,,"8,239",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"9,968",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"5,291",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE LOOSE LEAF PAD BANK 50 SHEETS,,"6,828",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"51,776",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SCHEME OF WORK 2Q BANK,,"7,055",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,SPIRAL NOTREBOOK A4 TOP BINDING,,"15,840",
31-12-26,SAL TRADERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,TEACHERS PREPARATION 2 QUIRE BP,,"7,055",
31-12-26,SAL TRADERS,TRADING,PRINTING PAPER,PRINTING PAPER MANILA 160GSM 51*76CM,,"32,716",
31-12-26,SCHOOL DEPOT,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"14,000",
31-12-26,SCHOOL DEPOT,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"41,710",
31-12-26,SCOT BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"149,438",
31-12-26,SCOT BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"37,359",
31-12-26,SCOT BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"116,445",
31-12-26,SCOT BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"19,407",
31-12-26,SCOT BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"291,112",
31-12-26,SCOT BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SQ,,"54,584",
31-12-26,SHALINA HEALTHCARE K LIMITED,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"8,121",
31-12-26,SHANVILLA RESORT LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"28,843",
31-12-26,SHANVILLA RESORT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"15,383",
31-12-26,SHANVILLA RESORT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"3,846",
31-12-26,SHANVILLA RESORT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"15,767",
31-12-26,SHANVILLA RESORT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"3,942",
31-12-26,SHANVILLA RESORT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"4,134",
31-12-26,SHANVILLA RESORT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"4,134",
31-12-26,SHEKHINA ENTERPRISES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"87,961",
31-12-26,SHEKHINA ENTERPRISES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"26,388",
31-12-26,SHEKHINA ENTERPRISES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"60,596",
31-12-26,SHIBAM SUPPLIES LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE GRAPH PAPER A4 BANK,,"7,415",
31-12-26,SHIBAM SUPPLIES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,367,
31-12-26,SHIBAM SUPPLIES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 30*100MM,,"2,028",
31-12-26,SHIBAM SUPPLIES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 32*57MM,,541,
31-12-26,SHIBAM SUPPLIES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 43*58MM,,724,
31-12-26,SHIBAM SUPPLIES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - OTHER,,"11,103",
31-12-26,SHIBAM SUPPLIES LTD,LABEL,LABEL - PLAIN,PLAIN THERMAL LABEL 75*51MM,,"1,062",
31-12-26,SHREEHARI PLAZA LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"14,483",
31-12-26,simon,(blank),(blank),(blank),,"-406,966",
31-12-26,SINE AND SLINE PRINTERS,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"556,594",
31-12-26,SLE SOLUTIONS PUBLIC LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"14,132",
31-12-26,SMART PLUG AND PLAY LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 30*100MM,,"4,866",
31-12-26,SMART PRINTERS LTD,TRADING,MG COVER,MG COVER - GREEN,,"55,569",
31-12-26,SOMCO BOOKS AND STATIONERY LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"34,888",
31-12-26,SOMCO BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"37,311",
31-12-26,SOMCO BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"18,655",
31-12-26,SOMCO BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"38,764",
31-12-26,SOMCO BOOKS AND STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"19,382",
31-12-26,ST. FRANCIS DE SALES PRIMARY SCH. -BISSIL,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"18,248",
31-12-26,ST. FRANCIS DE SALES PRIMARY SCH. -BISSIL,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"27,276",
31-12-26,ST. FRANCIS DE SALES PRIMARY SCH. -BISSIL,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"18,248",
31-12-26,ST. FRANCIS DE SALES PRIMARY SCH. -BISSIL,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"10,910",
31-12-26,ST. FRANCIS DE SALES PRIMARY SCH. -BISSIL,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SCHEME OF WORK 2Q BANK,,"1,487",
31-12-26,STALLION MANUFACTURES LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"324,588",
31-12-26,STAN PRODUCTS,TRADING,PRINTING PAPER,PRINTING PAPER B,,"5,281,133",
31-12-26,Sterk Agencies,EXERCISE BOOK,(blank),(blank),,"23,790",
31-12-26,SUBARU KENYA,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"56,610",
31-12-26,SUBARU KENYA,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 4PART,,"112,680",
31-12-26,SUMMER LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"92,186",
31-12-26,THE DONUT FACTORY  LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"13,508",
31-12-26,THE DONUT FACTORY  LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"39,300",
31-12-26,THE DONUT FACTORY  LIMITED,OTHER,JERRICAN,(blank),,"2,504",
31-12-26,THERMOPAK LIMITED,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"15,288",
31-12-26,THERMOPAK LIMITED,TRADING,PAPER REELS,PAPER REELS,,"93,272",
31-12-26,TOYZOONA LIMITED,LABEL,KEBS,PRINTED KEBS LABEL - 19*13MM - SMALL,,"9,655",
31-12-26,TRANSMATTRESS LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*40MM,,"1,231",
31-12-26,TRANSMATTRESS LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*60MM,,"3,870",
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY HI-5,HI-5 COUNTER BOOK 1Q WHITE BANK,,"2,055",
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 1Q BANK,,"1,877",
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,830,
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,900,
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SAVE THE EARTH NO.4 BANK,,300,
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 SIDE BINDING,,903,
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,794,
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK SIDE BINDING A6,,300,
31-12-26,TRANSMATTRESS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A6,,287,
31-12-26,UNIQUE ALL IN ONE SUPA STORE LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"84,483",
31-12-26,UNIQUE ALL IN ONE SUPA STORE LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"-4,229",
31-12-26,UNIQUE ALL IN ONE SUPA STORE LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"-4,296",
31-12-26,UNIQUE ALL IN ONE SUPA STORE LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK GRAPH,,"-1,322",
31-12-26,UNIQUE ALL IN ONE SUPA STORE LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"-2,466",
31-12-26,UNIQUE ENTERPRISES LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PENHOLDER,,"41,710",
31-12-26,UNITED SPURS STATIONERY STORES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER 9.5 X12 1 PART PLAIN,,"20,351",
31-12-26,UNITED SPURS STATIONERY STORES LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,BINDING GLUE 500MG,,"2,239",
31-12-26,UNITED SPURS STATIONERY STORES LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,OFFICE GLUE 1KG - 12'S,,"2,907",
31-12-26,UNITED SPURS STATIONERY STORES LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,OFFICE GLUE 90GM -36'S,,872,
31-12-26,VAGHELA BOOKSELLERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS MANILA BANK SL,,"3,669",
31-12-26,VAGHELA BOOKSELLERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"7,338",
31-12-26,VAGHELA BOOKSELLERS,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 120 PGS CB NP SL,,"13,276",
31-12-26,VAGHELA BOOKSELLERS,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 200 PGS CB NP SL,,"92,931",
31-12-26,VAGHELA BOOKSELLERS,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 96 PGS CB NP SL,,"10,621",
